StockCode,avgPrice,totalQty,totalSales,mainCountry,Description,firstPurchase,lastPurchase,frequency,uniqueCustomers,Recency,Monetary
20893,2.48,259,569.1,United Kingdom,HANGING BAUBLE T-LIGHT HOLDER SMALL,2010-12-02 10:17:00,2011-12-04 12:13:00,20,16,5,569.1
20894,2.95,25,73.75,United Kingdom,HANGING BAUBLE T-LIGHT HOLDER LARGE,2010-12-02 13:49:00,2011-11-17 12:42:00,9,9,22,73.75
20897,2.9,85,230.35,United Kingdom,VINTAGE NOTEBOOK PARIS DAYS,2010-12-06 11:10:00,2011-08-05 12:48:00,8,8,126,230.35
20898,2.95,25,73.75,United Kingdom,VINTAGE NOTEBOOK TRAVELOGUE,2011-01-27 15:51:00,2011-10-23 13:49:00,5,4,46,73.75
20901,6.35,4,25.4,United Kingdom,VINTAGE KEEPSAKE BOX PINK FLOWER,2011-06-12 14:15:00,2011-11-14 14:39:00,3,2,24,25.4
20902,6.22,33,190.35,United Kingdom,VINTAGE KEEPSAKE BOX PARIS DAYS,2010-12-01 14:03:00,2011-08-03 11:58:00,6,6,128,190.35
20903,6.35,20,127.0,United Kingdom,VINTAGE KEEPSAKE BOX TRAVELOGUE,2010-12-06 11:10:00,2011-10-23 13:49:00,10,10,46,127.0
20906,2.95,3,8.85,United Kingdom,VINTAGE NOTEBOOK BEAUTY GIRL,2010-12-08 13:23:00,2011-04-03 15:07:00,2,2,249,8.85
20910,6.35,8,50.8,United Kingdom,VINTAGE PHOTO ALBUM PARIS DAYS,2010-12-03 14:35:00,2010-12-16 11:53:00,3,2,358,50.8
20914,2.95,6170,17303.98,United Kingdom,SET/5 RED RETROSPOT LID GLASS BOWLS,2010-12-01 11:32:00,2011-12-08 15:31:00,784,356,0,17303.98
20931,3.11,263,794.45,United Kingdom,BLUE POT PLANT CANDLE ,2010-12-14 13:09:00,2011-12-08 19:28:00,37,35,0,794.45
20932,3.01,189,516.25,United Kingdom,PINK POT PLANT CANDLE,2010-12-20 15:26:00,2011-12-08 11:15:00,22,22,1,516.25
20933,3.13,23,71.05,United Kingdom,YELLOW POT PLANT CANDLE,2011-01-05 15:56:00,2011-12-08 11:15:00,9,9,1,71.05
20934,5.45,54,294.3,United Kingdom,SET/3 POT PLANT CANDLES,2011-01-05 13:57:00,2011-11-04 14:54:00,20,20,34,294.3
20935,2.95,6,17.7,United Kingdom,ROUND CACTUS CANDLE,2011-09-23 13:48:00,2011-11-16 16:08:00,4,4,22,17.7
20936,3.09,92,272.98,United Kingdom,FORKED CACTUS CANDLE,2010-12-05 11:12:00,2011-12-09 11:34:00,26,21,0,272.98
20941,1.25,61,76.25,United Kingdom,FROG CANDLE,2010-12-19 14:16:00,2011-07-06 15:15:00,18,13,155,76.25
20956,1.29,730,916.13,United Kingdom,PORCELAIN T-LIGHT HOLDERS ASSORTED,2010-12-03 09:31:00,2011-12-06 17:23:00,61,51,2,916.13
20961,1.32,1029,1305.61,United Kingdom,STRAWBERRY BATH SPONGE ,2010-12-01 11:21:00,2011-12-08 13:47:00,130,82,0,1305.61
20963,1.33,1102,1400.49,United Kingdom,APPLE BATH SPONGE,2010-12-01 11:21:00,2011-12-08 13:47:00,126,83,0,1400.49
20964,2.55,2,5.1,United Kingdom,POLYESTER FILLER PAD 60x40cm,2011-05-06 11:36:00,2011-05-06 11:36:00,1,1,217,5.1
20966,1.25,589,698.25,United Kingdom,SANDWICH BATH SPONGE,2010-12-01 11:21:00,2011-05-17 12:38:00,41,28,206,698.25
20967,3.75,257,963.75,United Kingdom,GREY FLORAL FELTCRAFT SHOULDER BAG,2010-12-02 11:35:00,2011-05-16 09:40:00,76,63,207,963.75
20969,3.82,1876,6734.31,United Kingdom,RED FLORAL FELTCRAFT SHOULDER BAG,2010-12-02 11:57:00,2011-12-08 12:07:00,259,157,1,6734.31
20970,3.78,1081,3983.63,United Kingdom,PINK FLORAL FELTCRAFT SHOULDER BAG,2010-12-02 11:57:00,2011-12-08 13:45:00,232,141,0,3983.63
20971,1.27,10225,11629.39,United Kingdom,PINK BLUE FELT CRAFT TRINKET BOX,2010-12-01 16:11:00,2011-12-08 15:51:00,468,277,0,11629.39
20972,1.27,7131,8648.49,United Kingdom,PINK CREAM FELT CRAFT TRINKET BOX ,2010-12-01 12:49:00,2011-12-08 16:29:00,550,312,0,8648.49
20973,0.67,4007,2551.15,United Kingdom,12 PENCIL SMALL TUBE WOODLAND,2010-12-01 12:54:00,2011-12-08 15:09:00,291,191,0,2551.15
20974,0.65,6734,4235.1,United Kingdom,12 PENCILS SMALL TUBE SKULL,2010-12-01 12:54:00,2011-12-09 12:20:00,303,195,0,4235.1
20975,0.65,6400,4101.2,United Kingdom,12 PENCILS SMALL TUBE RED RETROSPOT,2010-12-02 10:17:00,2011-12-08 13:50:00,315,231,0,4101.2
20977,1.25,1597,1971.93,United Kingdom,36 PENCILS TUBE WOODLAND,2010-12-01 12:27:00,2011-10-17 14:23:00,145,111,52,1971.93
20978,1.25,1631,2014.43,United Kingdom,36 PENCILS TUBE SKULLS,2010-12-01 16:57:00,2011-12-08 17:24:00,185,133,0,2014.43
20979,1.24,3523,4233.51,United Kingdom,36 PENCILS TUBE RED RETROSPOT,2010-12-01 12:27:00,2011-12-08 12:50:00,234,164,1,4233.51
20980,1.25,27,33.75,United Kingdom,36 PENCILS TUBE POSY,2010-12-05 13:05:00,2011-08-08 14:53:00,11,10,122,33.75
20981,0.85,1851,1573.35,United Kingdom,12 PENCILS TALL TUBE WOODLAND,2010-12-02 14:09:00,2011-12-09 08:59:00,211,157,0,1573.35
20982,0.85,2019,1709.91,United Kingdom,12 PENCILS TALL TUBE SKULLS,2010-12-01 11:41:00,2011-12-09 08:59:00,222,158,0,1709.91
20983,0.85,2652,2247.96,United Kingdom,12 PENCILS TALL TUBE RED RETROSPOT,2010-12-02 11:41:00,2011-12-08 09:05:00,250,185,1,2247.96
20984,0.36,3809,1169.01,United Kingdom,12 PENCILS TALL TUBE POSY,2010-12-02 13:32:00,2011-10-17 12:50:00,176,135,53,1169.01
20985,1.28,1017,1160.88,United Kingdom,HEART CALCULATOR,2010-12-05 15:12:00,2011-12-07 08:38:00,96,65,2,1160.88
20986,1.32,462,546.76,United Kingdom,BLUE CALCULATOR RULER,2010-12-02 12:16:00,2011-12-08 13:50:00,63,40,0,546.76
20992,0.46,4365,1867.05,United Kingdom,JAZZ HEARTS PURSE NOTEBOOK,2010-12-01 11:21:00,2011-12-08 13:50:00,261,162,0,1867.05
20996,0.25,3057,648.69,United Kingdom,JAZZ HEARTS ADDRESS BOOK,2010-12-08 12:08:00,2011-12-08 19:24:00,188,124,0,648.69
20997,4.95,15,74.25,United Kingdom,ROSE DU SUD CUSHION COVER ,2011-06-13 16:33:00,2011-08-31 15:30:00,5,4,99,74.25
20998,2.94,119,348.25,United Kingdom,ROSE DU SUD OVEN GLOVE,2010-12-03 11:35:00,2011-10-14 13:54:00,28,27,55,348.25
21000,4.25,46,195.5,United Kingdom,ROSE DU SUD COSMETICS BAG,2010-12-06 17:16:00,2011-11-25 14:02:00,17,16,13,195.5
21001,5.95,25,148.75,United Kingdom,ROSE DU SUD WASHBAG ,2010-12-06 17:16:00,2011-11-07 16:16:00,13,12,31,148.75
21002,4.25,13,55.25,United Kingdom,ROSE DU SUD DRAWSTRING BAG,2011-01-07 12:28:00,2011-10-23 11:42:00,5,5,47,55.25
21003,6.35,13,82.55,United Kingdom,ROSE DU SUD CUSHION COVER,2011-01-07 16:32:00,2011-09-07 16:00:00,6,6,92,82.55
21011,1.45,18,26.1,United Kingdom,GLITTER SNOW PEAR TREE DECORATION,2010-12-05 10:45:00,2010-12-08 15:56:00,2,2,365,26.1
21012,2.09,567,1133.3,United Kingdom,ANTIQUE ALL GLASS CANDLESTICK,2010-12-07 14:00:00,2011-12-09 12:00:00,83,66,0,1133.3
21014,0.41,1233,455.57,United Kingdom,SWISS CHALET TREE DECORATION ,2010-12-01 15:35:00,2011-11-23 13:27:00,70,64,15,455.57
21015,0.32,1251,377.91,United Kingdom,DARK BIRD HOUSE TREE DECORATION,2011-05-18 11:42:00,2011-12-07 14:39:00,68,59,1,377.91
21018,0.85,22,18.7,United Kingdom,BIRD BOX CHRISTMAS TREE DECORATION,2010-12-01 15:35:00,2010-12-14 11:01:00,5,4,360,18.7
21025,1.46,100,127.25,United Kingdom,SPACE FROG,2010-12-02 15:46:00,2011-11-28 15:54:00,16,14,10,127.25
21026,1.34,143,177.37,United Kingdom,SPACE OWL,2010-12-02 15:46:00,2011-11-30 11:48:00,25,20,9,177.37
21027,1.24,101,122.45,United Kingdom,NINJA RABBIT PINK,2010-12-12 12:41:00,2011-11-21 12:05:00,19,16,18,122.45
21028,1.52,116,148.29,United Kingdom,NINJA RABBIT BLACK,2011-01-11 12:11:00,2011-12-05 17:17:00,21,15,3,148.29
21030,1.3,121,153.67,United Kingdom,SPACE CADET RED,2010-12-02 15:46:00,2011-11-21 12:05:00,23,19,18,153.67
21031,1.36,40,51.21,United Kingdom,SPACE CADET BLACK,2010-12-02 15:46:00,2011-11-16 12:18:00,11,9,23,51.21
21032,1.48,65,84.88,United Kingdom,SPACE CADET WHITE,2010-12-02 15:46:00,2011-11-30 11:48:00,16,13,9,84.88
21033,2.32,922,1934.75,United Kingdom,JUMBO BAG CHARLIE AND LOLA TOYS,2010-12-01 09:37:00,2011-09-08 13:53:00,109,75,91,1934.75
21034,0.95,1893,1798.35,United Kingdom,REX CASH+CARRY JUMBO SHOPPER,2010-12-01 11:49:00,2011-12-08 18:42:00,952,480,0,1798.35
21035,3.29,2319,6820.01,United Kingdom,SET/2 RED RETROSPOT TEA TOWELS ,2010-12-01 08:45:00,2011-12-07 13:53:00,225,151,1,6820.01
21038,1.17,77,86.75,United Kingdom,SET/4 MODERN VINTAGE COTTON NAPKINS,2010-12-01 13:21:00,2011-05-04 13:52:00,23,20,218,86.75
21039,2.71,510,1284.66,United Kingdom,RED RETROSPOT SHOPPING BAG,2010-12-02 18:08:00,2011-12-06 12:56:00,77,57,2,1284.66
21040,1.67,22,29.7,United Kingdom,MODERN VINTAGE COTTON SHOPPING BAG,2010-12-03 15:19:00,2011-03-15 15:37:00,8,8,268,29.7
21041,2.95,576,1699.2,United Kingdom,RED RETROSPOT OVEN GLOVE DOUBLE,2010-12-01 12:49:00,2011-11-23 14:07:00,146,100,15,1699.2
21042,5.95,303,1802.85,United Kingdom,RED RETROSPOT APRON ,2010-12-02 08:52:00,2011-12-06 14:23:00,109,71,2,1802.85
21043,2.29,443,931.85,United Kingdom,APRON MODERN VINTAGE COTTON,2010-12-16 13:02:00,2011-06-01 12:11:00,58,52,191,931.85
21051,2.18,108,228.83,United Kingdom,RIBBONS PURSE ,2010-12-09 13:03:00,2011-12-08 09:47:00,24,23,1,228.83
21054,8.95,68,608.6,United Kingdom,NURSE'S BAG SOFT TOY,2010-12-03 15:10:00,2011-11-14 12:45:00,27,24,25,608.6
21055,9.5,146,1368.14,United Kingdom,TOOL BOX SOFT TOY ,2010-12-01 14:05:00,2011-12-08 19:57:00,84,63,0,1368.14
21056,9.75,174,1640.18,United Kingdom,DOCTOR'S BAG SOFT TOY,2010-12-01 14:05:00,2011-12-05 17:17:00,66,46,3,1640.18
21058,0.86,1049,855.77,United Kingdom,PARTY INVITES WOODLAND,2010-12-02 10:27:00,2011-12-04 14:15:00,92,68,4,855.77
21059,0.85,573,487.05,United Kingdom,PARTY INVITES DINOSAURS,2010-12-02 17:12:00,2011-12-06 12:15:00,77,67,3,487.05
21060,0.85,356,302.6,United Kingdom,PARTY INVITES BALLOON GIRL,2010-12-02 10:27:00,2011-12-04 14:15:00,53,47,4,302.6
21061,0.85,412,350.2,United Kingdom,PARTY INVITES FOOTBALL,2010-12-01 11:29:00,2011-12-04 14:15:00,52,49,4,350.2
21062,0.85,501,425.85,United Kingdom,PARTY INVITES SPACEMAN,2010-12-01 11:29:00,2011-12-02 13:20:00,62,55,6,425.85
21063,0.87,483,412.11,United Kingdom,PARTY INVITES JAZZ HEARTS,2010-12-01 11:29:00,2011-12-05 17:17:00,81,64,3,412.11
21064,5.01,176,760.5,United Kingdom,BOOM BOX SPEAKER BOYS,2010-12-02 12:16:00,2011-12-08 13:50:00,60,40,0,760.5
21065,4.35,487,839.05,United Kingdom,BOOM BOX SPEAKER GIRLS,2010-12-01 11:45:00,2011-12-08 15:31:00,44,31,0,839.05
21066,1.23,688,657.62,United Kingdom,VINTAGE RED MUG,2010-12-15 10:31:00,2011-12-01 11:53:00,42,32,8,657.62
21067,1.25,203,249.38,United Kingdom,VINTAGE RED TEATIME MUG,2010-12-22 13:46:00,2011-10-04 13:25:00,44,30,65,249.38
21068,1.22,1535,1637.71,United Kingdom,VINTAGE BILLBOARD LOVE/HATE MUG,2010-12-01 09:02:00,2011-12-08 13:59:00,126,81,0,1637.71
21069,1.24,1868,2049.05,United Kingdom,VINTAGE BILLBOARD TEA MUG,2010-12-02 10:39:00,2011-08-17 15:05:00,52,35,113,2049.05
21070,1.33,1033,1059.79,United Kingdom,VINTAGE BILLBOARD MUG ,2010-12-02 10:39:00,2011-12-05 17:17:00,79,51,3,1059.79
21071,1.23,849,1025.98,United Kingdom,VINTAGE BILLBOARD DRINK ME MUG,2010-12-01 09:02:00,2011-10-20 09:04:00,110,72,50,1025.98
21078,0.85,2494,1982.08,United Kingdom,SET/20 STRAWBERRY PAPER NAPKINS ,2010-12-03 11:35:00,2011-10-11 15:10:00,205,148,58,1982.08
21080,0.84,12313,9656.79,United Kingdom,SET/20 RED RETROSPOT PAPER NAPKINS ,2010-12-01 10:19:00,2011-12-08 14:38:00,753,427,0,9656.79
21084,0.26,2199,463.85,United Kingdom,SET/6 COLLAGE PAPER CUPS,2011-01-07 12:28:00,2011-12-07 12:41:00,106,90,2,463.85
21086,0.66,6589,4009.49,United Kingdom,SET/6 RED SPOTTY PAPER CUPS,2010-12-01 10:19:00,2011-12-06 14:22:00,296,167,2,4009.49
21087,0.47,126,62.12,United Kingdom,SET/6 POSIES PAPER CUPS,2011-02-24 11:54:00,2011-04-19 14:49:00,10,10,233,62.12
21088,0.26,1576,345.42,United Kingdom,SET/6 FRUIT SALAD PAPER CUPS,2011-01-07 12:28:00,2011-12-07 16:47:00,74,67,1,345.42
21089,0.23,231,45.73,United Kingdom,SET/6 GREEN SPRING PAPER CUPS,2010-12-06 12:41:00,2011-08-17 14:25:00,24,23,113,45.73
21090,0.46,1672,708.3,United Kingdom,SET/6 COLLAGE PAPER PLATES,2010-12-05 12:42:00,2011-12-07 12:41:00,119,98,2,708.3
21094,0.83,7351,5496.53,United Kingdom,SET/6 RED SPOTTY PAPER PLATES,2010-12-01 09:37:00,2011-12-06 14:22:00,328,179,2,5496.53
21095,0.85,95,80.75,United Kingdom,SET/6 POSIES PAPER PLATES,2011-01-21 11:19:00,2011-06-16 19:59:00,9,9,175,80.75
21096,0.45,1143,479.25,United Kingdom,SET/6 FRUIT SALAD  PAPER PLATES,2011-01-07 12:28:00,2011-11-20 11:56:00,70,63,19,479.25
21098,1.3,3176,3680.05,United Kingdom,CHRISTMAS TOILET ROLL,2010-12-01 12:49:00,2011-12-08 15:29:00,184,115,0,3680.05
21100,1.65,43,70.95,United Kingdom,CHARLIE AND LOLA CHARLOTTE BAG,2010-12-03 12:24:00,2011-02-27 12:48:00,8,7,285,70.95
21106,2.9,193,530.95,United Kingdom,CREAM SLICE FLANNEL CHOCOLATE SPOT ,2010-12-01 12:51:00,2011-11-29 14:38:00,35,30,9,530.95
21107,2.87,840,2218.8,United Kingdom,CREAM SLICE FLANNEL PINK SPOT ,2010-12-01 12:51:00,2011-12-01 11:18:00,66,48,8,2218.8
21108,1.4,10082,17304.57,United Kingdom,FAIRY CAKE FLANNEL ASSORTED COLOUR,2010-12-01 11:21:00,2011-12-09 11:26:00,197,160,0,17304.57
21109,4.14,837,2131.35,United Kingdom,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",2010-12-05 13:42:00,2011-12-09 11:26:00,73,54,0,2131.35
21110,5.48,775,2295.05,United Kingdom,LARGE CAKE TOWEL PINK SPOTS,2010-12-05 12:13:00,2011-11-25 11:02:00,80,62,14,2295.05
21111,2.14,789,1291.55,United Kingdom,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2010-12-01 12:43:00,2011-12-09 11:26:00,52,46,0,1291.55
21112,2.59,1245,2551.83,United Kingdom,"SWISS ROLL TOWEL, PINK  SPOTS",2010-12-05 10:45:00,2011-11-24 14:40:00,46,37,14,2551.83
21114,1.32,1352,1705.28,United Kingdom,LAVENDER SCENTED FABRIC HEART,2010-12-02 19:18:00,2011-12-04 13:55:00,133,105,4,1705.28
21115,5.82,523,2580.21,United Kingdom,ROSE CARAVAN DOORSTOP,2010-12-01 09:59:00,2011-12-09 10:20:00,133,104,0,2580.21
21116,4.95,489,2339.19,United Kingdom,OWL DOORSTOP,2010-12-01 11:45:00,2011-12-05 17:17:00,118,81,3,2339.19
21117,1.57,115,149.25,United Kingdom,BLOND DOLL DOORSTOP,2011-01-13 15:11:00,2011-11-23 13:46:00,17,11,15,149.25
21121,1.25,6502,7799.18,United Kingdom,SET/10 RED POLKADOT PARTY CANDLES,2010-12-01 12:22:00,2011-12-09 12:19:00,344,238,0,7799.18
21122,1.25,5257,6353.58,United Kingdom,SET/10 PINK POLKADOT PARTY CANDLES,2010-12-01 11:21:00,2011-12-09 12:16:00,315,214,0,6353.58
21123,1.24,975,1215.81,United Kingdom,SET/10 IVORY POLKADOT PARTY CANDLES,2010-12-01 12:43:00,2011-12-08 18:42:00,102,66,0,1215.81
21124,1.25,3970,4798.34,United Kingdom,SET/10 BLUE POLKADOT PARTY CANDLES,2010-12-01 12:23:00,2011-12-09 12:16:00,232,180,0,4798.34
21125,1.25,598,747.5,United Kingdom,SET 6 FOOTBALL CELEBRATION CANDLES,2010-12-01 11:29:00,2011-12-02 14:26:00,71,59,6,747.5
21126,1.25,488,605.44,United Kingdom,SET OF 6 GIRLS CELEBRATION CANDLES,2010-12-01 11:29:00,2011-12-02 10:22:00,69,57,7,605.44
21128,6.92,47,284.16,United Kingdom,GOLD FISHING GNOME,2010-12-09 14:50:00,2011-12-07 15:56:00,16,12,1,284.16
21129,8.28,45,332.3,United Kingdom,SILVER FISHING GNOME ,2011-01-04 15:50:00,2011-11-29 11:48:00,20,13,10,332.3
21131,3.87,93,290.25,United Kingdom,GOLD STANDING GNOME,2010-12-10 10:49:00,2011-12-06 14:23:00,17,11,2,290.25
21132,3.88,35,142.75,United Kingdom,SILVER STANDING GNOME   ,2010-12-09 14:50:00,2011-12-08 15:31:00,16,13,0,142.75
21135,1.67,2708,2975.24,United Kingdom,VICTORIAN  METAL POSTCARD SPRING,2010-12-01 12:58:00,2011-12-08 10:40:00,168,122,1,2975.24
21136,1.69,4476,7491.4,United Kingdom,PAINTED METAL PEARS ASSORTED,2010-12-01 16:52:00,2011-12-08 13:50:00,362,259,0,7491.4
21137,3.66,11406,39064.55,United Kingdom,BLACK RECORD COVER FRAME,2010-12-01 12:27:00,2011-12-09 12:00:00,317,140,0,39064.55
21143,1.95,296,577.2,United Kingdom,ANTIQUE GLASS HEART DECORATION ,2010-12-01 13:54:00,2011-08-22 14:38:00,29,26,108,577.2
21145,1.25,122,152.5,United Kingdom,ANTIQUE GLASS PLACE SETTING,2010-12-13 15:12:00,2011-11-16 13:25:00,8,8,22,152.5
21147,2.28,89,200.94,United Kingdom,JINGLE BELLS TREE DECORATION,2010-12-01 15:35:00,2011-12-05 17:17:00,22,11,3,200.94
21154,1.29,3187,3751.63,United Kingdom,RED RETROSPOT OVEN GLOVE ,2010-12-01 12:12:00,2011-12-09 08:48:00,268,175,0,3751.63
21155,2.52,2460,5880.05,United Kingdom,RED RETROSPOT PEG BAG,2010-12-02 14:30:00,2011-12-08 15:54:00,361,205,0,5880.05
21156,2.0,3039,5587.87,United Kingdom,RETROSPOT CHILDRENS APRON,2010-12-01 12:15:00,2011-12-07 15:16:00,294,202,1,5587.87
21157,2.1,49,102.9,United Kingdom,RED RETROSPOT WASHBAG,2010-12-02 18:08:00,2011-10-25 17:31:00,15,12,44,102.9
21158,0.62,1427,686.91,United Kingdom,MOODY GIRL DOOR HANGER ,2010-12-02 11:41:00,2011-12-09 08:48:00,155,103,0,686.91
21159,0.69,1109,542.75,United Kingdom,MOODY BOY  DOOR HANGER ,2010-12-02 11:41:00,2011-12-09 08:48:00,109,73,0,542.75
21161,1.45,131,189.95,United Kingdom,KEEP OUT BOYS DOOR HANGER ,2010-12-02 11:41:00,2011-06-08 12:44:00,37,25,184,189.95
21162,0.61,1416,696.4,United Kingdom,TOXIC AREA  DOOR HANGER ,2010-12-06 11:26:00,2011-12-09 08:48:00,140,98,0,696.4
21163,0.7,1176,603.86,United Kingdom,DO NOT TOUCH MY STUFF DOOR HANGER ,2010-12-02 11:41:00,2011-10-28 12:34:00,119,86,42,603.86
21164,2.94,1714,4850.62,United Kingdom,HOME SWEET HOME METAL SIGN ,2010-12-03 12:43:00,2011-12-08 14:39:00,250,166,0,4850.62
21165,1.67,4027,6405.31,United Kingdom,BEWARE OF THE CAT METAL SIGN ,2010-12-03 14:04:00,2011-12-06 12:38:00,367,178,3,6405.31
21166,2.04,10209,20315.33,United Kingdom,COOK WITH WINE METAL SIGN ,2010-12-01 09:41:00,2011-12-08 15:31:00,613,287,0,20315.33
21167,0.21,1260,264.6,United Kingdom,WHITE SAGE INCENSE,2010-12-05 16:41:00,2011-12-08 19:24:00,25,20,0,264.6
21169,1.67,4281,6762.57,United Kingdom,YOU'RE CONFUSING ME METAL SIGN ,2010-12-01 09:41:00,2011-12-09 12:00:00,356,191,0,6762.57
21171,1.43,424,566.8,United Kingdom,BATHROOM METAL SIGN ,2010-12-07 14:57:00,2011-08-01 17:37:00,60,43,129,566.8
21172,1.49,3335,4708.27,United Kingdom,PARTY METAL SIGN ,2010-12-02 08:52:00,2011-12-08 13:50:00,383,236,0,4708.27
21174,2.07,3926,8372.7,United Kingdom,POTTERING IN THE SHED METAL SIGN,2010-12-02 15:55:00,2011-12-08 12:07:00,380,225,1,8372.7
21175,2.47,11993,26107.44,United Kingdom,GIN + TONIC DIET METAL SIGN,2010-12-01 09:41:00,2011-12-09 08:48:00,701,343,0,26107.44
21179,0.75,1785,1021.23,United Kingdom,NO JUNK MAIL METAL SIGN,2010-12-01 13:21:00,2011-09-12 16:23:00,174,122,87,1021.23
21181,2.07,11963,23930.92,United Kingdom,PLEASE ONE PERSON METAL SIGN,2010-12-01 15:08:00,2011-12-09 08:48:00,713,361,0,23930.92
21187,1.64,330,525.3,United Kingdom,WHITE BELL HONEYCOMB PAPER GARLAND ,2010-12-05 13:00:00,2011-07-27 15:09:00,35,30,134,525.3
21188,2.93,294,838.5,United Kingdom,3D HEARTS  HONEYCOMB PAPER GARLAND,2010-12-14 12:58:00,2011-08-03 10:56:00,34,27,128,838.5
21189,1.65,165,272.25,United Kingdom,WHITE HONEYCOMB PAPER GARLAND ,2010-12-10 11:12:00,2011-12-08 11:38:00,29,27,1,272.25
21190,1.59,168,245.2,United Kingdom,PINK HEARTS PAPER GARLAND,2010-12-01 12:31:00,2011-11-25 12:20:00,7,6,14,245.2
21191,2.08,394,788.04,United Kingdom,LARGE WHITE HONEYCOMB PAPER BELL  ,2010-12-01 15:35:00,2011-12-06 11:33:00,44,38,3,788.04
21192,1.62,925,1391.85,United Kingdom,WHITE BELL HONEYCOMB PAPER ,2010-12-01 12:49:00,2011-11-27 13:26:00,43,32,11,1391.85
21194,0.95,437,366.7,United Kingdom,PINK  HONEYCOMB PAPER FAN,2010-12-15 15:00:00,2011-12-09 11:34:00,43,37,0,366.7
21195,1.87,417,607.86,United Kingdom,PINK  HONEYCOMB PAPER BALL ,2010-12-05 11:57:00,2011-05-17 15:42:00,24,21,205,607.86
21196,1.65,89,146.85,United Kingdom,ROUND WHITE CONFETTI IN TUBE,2010-12-15 16:32:00,2011-12-07 11:42:00,10,9,2,146.85
21197,1.52,243,322.71,United Kingdom,MULTICOLOUR  CONFETTI IN TUBE,2010-12-01 12:49:00,2011-12-02 10:22:00,13,13,7,322.71
21198,1.38,964,931.56,United Kingdom,WHITE HEART CONFETTI IN TUBE,2010-12-20 10:48:00,2011-12-07 11:42:00,51,47,2,931.56
21199,1.39,864,766.56,United Kingdom,PINK  HEART CONFETTI IN TUBE,2010-12-15 16:32:00,2011-12-02 10:22:00,49,45,7,766.56
21200,1.5,1010,1272.9,United Kingdom,MULTICOLOUR HONEYCOMB PAPER GARLAND,2010-12-14 13:10:00,2011-11-27 13:26:00,39,33,11,1272.9
21201,2.5,1175,2672.25,United Kingdom,TROPICAL  HONEYCOMB PAPER GARLAND ,2010-12-08 12:41:00,2011-12-05 09:15:00,75,44,4,2672.25
21202,1.46,449,404.85,United Kingdom,DOLLY HONEYCOMB GARLAND,2010-12-05 16:24:00,2011-11-17 11:02:00,21,20,22,404.85
21204,1.65,419,691.35,United Kingdom,DAISIES  HONEYCOMB GARLAND ,2011-01-05 15:57:00,2011-12-07 12:41:00,51,44,2,691.35
21205,2.55,209,532.95,United Kingdom,MULTICOLOUR 3D BALLS GARLAND,2010-12-08 12:46:00,2011-12-02 14:30:00,51,43,6,532.95
21206,1.55,1220,1446.6,United Kingdom,STRAWBERRY HONEYCOMB  GARLAND ,2010-12-02 12:50:00,2011-11-23 13:34:00,77,55,15,1446.6
21207,1.63,982,1533.9,United Kingdom,SKULL AND CROSSBONES  GARLAND ,2010-12-02 12:47:00,2011-12-02 10:22:00,86,74,7,1533.9
21208,0.62,878,531.69,United Kingdom,PASTEL COLOUR HONEYCOMB FAN,2011-01-11 13:31:00,2011-12-09 11:34:00,58,50,0,531.69
21209,0.68,1142,669.12,United Kingdom,MULTICOLOUR HONEYCOMB FAN,2010-12-05 12:42:00,2011-12-09 10:51:00,57,48,0,669.12
21210,1.46,5680,7947.37,United Kingdom,SET OF 72 RETROSPOT PAPER  DOILIES,2010-12-01 11:41:00,2011-12-08 15:54:00,368,244,0,7947.37
21211,1.44,816,1144.8,United Kingdom,SET OF 72 SKULL PAPER  DOILIES,2010-12-02 13:14:00,2011-11-28 13:26:00,68,58,10,1144.8
21212,0.55,33693,16394.53,United Kingdom,PACK OF 72 RETROSPOT CAKE CASES,2010-12-01 09:37:00,2011-12-08 15:31:00,1068,635,0,16394.53
21213,0.54,14309,6859.31,United Kingdom,PACK OF 72 SKULL CAKE CASES,2010-12-01 11:29:00,2011-12-07 16:47:00,511,295,1,6859.31
21215,0.55,868,461.8,United Kingdom,IVORY PAPER CUP CAKE CASES ,2010-12-02 10:27:00,2011-12-05 14:40:00,66,51,3,461.8
21216,4.9,1841,8354.87,United Kingdom,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2010-12-02 11:41:00,2011-12-09 08:48:00,250,150,0,8354.87
21217,9.86,975,9188.25,United Kingdom,RED RETROSPOT ROUND CAKE TINS,2010-12-02 11:02:00,2011-12-09 12:49:00,258,167,0,9188.25
21218,3.76,2058,7071.2,United Kingdom,RED SPOTTY BISCUIT TIN,2010-12-02 12:33:00,2011-12-08 15:31:00,206,130,0,7071.2
21219,1.36,323,408.59,United Kingdom,SET/4 BADGES BALLOON GIRL,2010-12-06 12:23:00,2011-12-07 12:41:00,43,35,2,408.59
21220,1.39,239,312.06,United Kingdom,SET/4 BADGES DOGS,2011-01-07 14:31:00,2011-12-09 11:34:00,42,34,0,312.06
21221,1.3,201,262.14,United Kingdom,SET/4 BADGES CUTE CREATURES,2010-12-01 17:35:00,2011-12-07 12:41:00,24,24,2,262.14
21222,1.47,198,257.18,United Kingdom,SET/4 BADGES BEETLES,2011-01-07 14:31:00,2011-12-09 11:34:00,38,26,0,257.18
